order_id,sku_code,quantity,timestamp
OR-489439,22333,8,2009-12-01T09:28:00
OR-489439,22130,24,2009-12-01T09:28:00
OR-489439,22064,12,2009-12-01T09:28:00
OR-489439,21731,24,2009-12-01T09:28:00
OR-489439,85232B,6,2009-12-01T09:28:00
OR-489439,20749,2,2009-12-01T09:28:00
OR-489440,22349,8,2009-12-01T09:43:00
OR-489441,22138,6,2009-12-01T09:44:00
OR-489441,84029E,36,2009-12-01T09:44:00
OR-489441,22111,48,2009-12-01T09:44:00
OR-489442,21955,2,2009-12-01T09:46:00
OR-489442,22111,3,2009-12-01T09:46:00
OR-489442,22296,12,2009-12-01T09:46:00
OR-489442,22271,6,2009-12-01T09:46:00
OR-489442,85123A,6,2009-12-01T09:46:00
OR-489442,22024,12,2009-12-01T09:46:00
OR-489442,22029,12,2009-12-01T09:46:00
OR-489442,21428,4,2009-12-01T09:46:00
OR-489442,21430,4,2009-12-01T09:46:00
OR-489442,21916,24,2009-12-01T09:46:00
OR-489442,21790,12,2009-12-01T09:46:00
OR-489442,21888,8,2009-12-01T09:46:00
OR-489443,20754,6,2009-12-01T09:50:00
OR-489443,21035,12,2009-12-01T09:50:00
OR-489443,22041,48,2009-12-01T09:50:00
OR-489443,82580,12,2009-12-01T09:50:00
OR-489443,85150,12,2009-12-01T09:50:00
OR-489443,21041,6,2009-12-01T09:50:00
OR-489445,22130,12,2009-12-01T09:57:00
OR-489445,22180,2,2009-12-01T09:57:00
OR-489445,84988,12,2009-12-01T09:57:00
OR-489445,22219,24,2009-12-01T09:57:00
OR-489445,22138,3,2009-12-01T09:57:00
OR-489445,21929,10,2009-12-01T09:57:00
OR-489445,22241,24,2009-12-01T09:57:00
OR-489446,21733,32,2009-12-01T10:06:00
OR-489446,85123A,32,2009-12-01T10:06:00
OR-489446,22178,12,2009-12-01T10:06:00
OR-489446,21671,12,2009-12-01T10:06:00
OR-489446,22086,12,2009-12-01T10:06:00
OR-489446,22111,6,2009-12-01T10:06:00
OR-489446,22112,12,2009-12-01T10:06:00
OR-489446,22294,24,2009-12-01T10:06:00
OR-489446,22199,4,2009-12-01T10:06:00
OR-489446,22083,24,2009-12-01T10:06:00
OR-489446,22114,12,2009-12-01T10:06:00
OR-489446,21485,12,2009-12-01T10:06:00
OR-489446,21928,10,2009-12-01T10:06:00
OR-489446,21929,10,2009-12-01T10:06:00
OR-489446,85099B,20,2009-12-01T10:06:00
OR-489446,22356,10,2009-12-01T10:06:00
OR-489446,20724,10,2009-12-01T10:06:00
OR-489446,21592,24,2009-12-01T10:06:00
OR-489446,20725,10,2009-12-01T10:06:00
OR-489446,20728,10,2009-12-01T10:06:00
OR-489446,20726,10,2009-12-01T10:06:00
OR-489446,20754,12,2009-12-01T10:06:00
OR-489446,21217,12,2009-12-01T10:06:00
OR-489446,22195,12,2009-12-01T10:06:00
OR-489446,85066,2,2009-12-01T10:06:00
OR-489450,22087,12,2009-12-01T10:36:00
OR-489450,22083,12,2009-12-01T10:36:00
OR-489450,21871,12,2009-12-01T10:36:00
OR-489450,84946,12,2009-12-01T10:36:00
OR-489450,84970S,24,2009-12-01T10:36:00
OR-489450,22090,12,2009-12-01T10:36:00
OR-489460,21977,24,2009-12-01T10:46:00
OR-489460,84991,24,2009-12-01T10:46:00
OR-489460,22274,6,2009-12-01T10:46:00
OR-489460,22273,6,2009-12-01T10:46:00
OR-489460,22179,4,2009-12-01T10:46:00
OR-489460,22138,3,2009-12-01T10:46:00
OR-489460,22139,3,2009-12-01T10:46:00
OR-489460,21731,12,2009-12-01T10:46:00
OR-489461,21668,24,2009-12-01T10:49:00
OR-489461,21669,24,2009-12-01T10:49:00
OR-489461,21670,24,2009-12-01T10:49:00
OR-489461,21671,24,2009-12-01T10:49:00
OR-489461,21672,24,2009-12-01T10:49:00
OR-489461,21673,24,2009-12-01T10:49:00
OR-489461,21232,48,2009-12-01T10:49:00
OR-489461,82582,12,2009-12-01T10:49:00
OR-489461,21181,6,2009-12-01T10:49:00
OR-489461,85150,6,2009-12-01T10:49:00
OR-489461,82494L,6,2009-12-01T10:49:00
OR-489461,82486,2,2009-12-01T10:49:00
OR-489461,82483,3,2009-12-01T10:49:00
OR-489461,21212,24,2009-12-01T10:49:00
OR-489461,84991,24,2009-12-01T10:49:00
OR-489461,22180,2,2009-12-01T10:49:00
OR-489461,22063,6,2009-12-01T10:49:00
OR-489461,37450,6,2009-12-01T10:49:00
OR-489465,85123A,64,2009-12-01T10:52:00
OR-489465,21733,20,2009-12-01T10:52:00
OR-489465,20752,8,2009-12-01T10:52:00
OR-489465,20754,8,2009-12-01T10:52:00
OR-489465,20751,12,2009-12-01T10:52:00
OR-489465,48185,4,2009-12-01T10:52:00
OR-489465,22114,12,2009-12-01T10:52:00
OR-489465,21481,8,2009-12-01T10:52:00
OR-489465,72760B,4,2009-12-01T10:52:00
OR-489465,84879,160,2009-12-01T10:52:00
OR-489488,84032A,1,2009-12-01T10:59:00
OR-489488,84032B,1,2009-12-01T10:59:00
OR-489488,21484,3,2009-12-01T10:59:00
OR-489488,20970,2,2009-12-01T10:59:00
OR-489488,20972,3,2009-12-01T10:59:00
OR-489488,20971,1,2009-12-01T10:59:00
OR-489488,22086,5,2009-12-01T10:59:00
OR-489488,84997D,4,2009-12-01T10:59:00
OR-489488,84997C,4,2009-12-01T10:59:00
OR-489488,22301,2,2009-12-01T10:59:00
OR-489488,22300,3,2009-12-01T10:59:00
OR-489488,21231,4,2009-12-01T10:59:00
OR-489488,21930,2,2009-12-01T10:59:00
OR-489505,85099B,10,2009-12-01T11:17:00
OR-489505,48185,10,2009-12-01T11:17:00
OR-489505,47566B,5,2009-12-01T11:17:00
OR-489505,21929,10,2009-12-01T11:17:00
OR-489505,22139,6,2009-12-01T11:17:00
OR-489505,22086,6,2009-12-01T11:17:00
OR-489505,22138,3,2009-12-01T11:17:00
OR-489505,21479,4,2009-12-01T11:17:00
OR-489514,21791,72,2009-12-01T11:21:00
OR-489514,84032A,36,2009-12-01T11:21:00
OR-489514,71477,24,2009-12-01T11:21:00
OR-489514,37449,8,2009-12-01T11:21:00
OR-489514,37446,32,2009-12-01T11:21:00
OR-489514,21955,10,2009-12-01T11:21:00
OR-489514,21258,8,2009-12-01T11:21:00
OR-489514,47591D,50,2009-12-01T11:21:00
OR-489514,21041,5,2009-12-01T11:21:00
OR-489514,82551,2,2009-12-01T11:21:00
OR-489514,82567,1,2009-12-01T11:21:00
OR-489514,21179,2,2009-12-01T11:21:00
OR-489514,20719,3,2009-12-01T11:21:00
OR-489514,21876,2,2009-12-01T11:21:00
OR-489514,20754,3,2009-12-01T11:21:00
OR-489514,21864,5,2009-12-01T11:21:00
OR-489514,84997A,3,2009-12-01T11:21:00
OR-489517,21912,1,2009-12-01T11:34:00
OR-489517,85123A,1,2009-12-01T11:34:00
OR-489517,22130,6,2009-12-01T11:34:00
OR-489517,21584,20,2009-12-01T11:34:00
OR-489517,20972,1,2009-12-01T11:34:00
OR-489517,21791,6,2009-12-01T11:34:00
OR-489517,21790,4,2009-12-01T11:34:00
OR-489517,21931,1,2009-12-01T11:34:00
OR-489517,20711,1,2009-12-01T11:34:00
OR-489517,84997B,12,2009-12-01T11:34:00
OR-489517,84997A,12,2009-12-01T11:34:00
OR-489517,20971,1,2009-12-01T11:34:00
OR-489517,22335,1,2009-12-01T11:34:00
OR-489517,21244,4,2009-12-01T11:34:00
OR-489517,20675,4,2009-12-01T11:34:00
OR-489519,22086,12,2009-12-01T11:37:00
OR-489519,85123A,32,2009-12-01T11:37:00
OR-489519,22276,6,2009-12-01T11:37:00
OR-489519,85014A,3,2009-12-01T11:37:00
OR-489519,85014B,3,2009-12-01T11:37:00
OR-489519,21326,12,2009-12-01T11:37:00
OR-489519,84946,12,2009-12-01T11:37:00
OR-489519,84949,6,2009-12-01T11:37:00
OR-489519,21908,6,2009-12-01T11:37:00
OR-489519,21181,6,2009-12-01T11:37:00
OR-489519,82483,3,2009-12-01T11:37:00
OR-489519,85152,6,2009-12-01T11:37:00
OR-489519,20982,12,2009-12-01T11:37:00
OR-489519,21912,8,2009-12-01T11:37:00
OR-489520,22114,8,2009-12-01T11:41:00
OR-489520,22212,6,2009-12-01T11:41:00
OR-489520,21523,2,2009-12-01T11:41:00
OR-489520,48187,2,2009-12-01T11:41:00
OR-489520,72741,36,2009-12-01T11:41:00
OR-489520,20828,6,2009-12-01T11:41:00
OR-489520,22080,10,2009-12-01T11:41:00
OR-489520,22082,10,2009-12-01T11:41:00
OR-489520,21754,6,2009-12-01T11:41:00
OR-489520,21172,12,2009-12-01T11:41:00
OR-489520,21181,6,2009-12-01T11:41:00
OR-489520,82600,12,2009-12-01T11:41:00
OR-489520,22089,6,2009-12-01T11:41:00
OR-489520,21430,4,2009-12-01T11:41:00
OR-489520,22083,6,2009-12-01T11:41:00
OR-489520,22086,6,2009-12-01T11:41:00
OR-489520,22121,3,2009-12-01T11:41:00
OR-489520,21485,3,2009-12-01T11:41:00
OR-489520,84836,12,2009-12-01T11:41:00
OR-489522,21916,3,2009-12-01T11:45:00
OR-489522,72760B,1,2009-12-01T11:45:00
OR-489522,21479,2,2009-12-01T11:45:00
OR-489522,22113,4,2009-12-01T11:45:00
OR-489522,22111,2,2009-12-01T11:45:00
OR-489522,84029G,1,2009-12-01T11:45:00
OR-489522,22114,1,2009-12-01T11:45:00
OR-489522,21868,1,2009-12-01T11:45:00
OR-489522,21875,1,2009-12-01T11:45:00
OR-489522,21829,36,2009-12-01T11:45:00
OR-489522,21584,2,2009-12-01T11:45:00
OR-489522,35400,2,2009-12-01T11:45:00
OR-489522,22222,1,2009-12-01T11:45:00
OR-489522,22300,3,2009-12-01T11:45:00
OR-489522,22301,3,2009-12-01T11:45:00
OR-489522,22302,3,2009-12-01T11:45:00
OR-489522,22303,3,2009-12-01T11:45:00
OR-489522,22130,24,2009-12-01T11:45:00
OR-489522,22155,6,2009-12-01T11:45:00
OR-489522,22294,6,2009-12-01T11:45:00
OR-489522,21889,2,2009-12-01T11:45:00
OR-489522,21888,3,2009-12-01T11:45:00
OR-489522,48111,1,2009-12-01T11:45:00
OR-489522,20685,1,2009-12-01T11:45:00
OR-489522,48194,1,2009-12-01T11:45:00
OR-489522,21495,25,2009-12-01T11:45:00
OR-489522,20677,1,2009-12-01T11:45:00
OR-489522,20676,1,2009-12-01T11:45:00
OR-489522,20675,1,2009-12-01T11:45:00
OR-489522,21086,8,2009-12-01T11:45:00
OR-489522,21833,12,2009-12-01T11:45:00
OR-489522,21832,5,2009-12-01T11:45:00
OR-489522,22315,1,2009-12-01T11:45:00
OR-489522,21870,1,2009-12-01T11:45:00
OR-489522,82600,1,2009-12-01T11:45:00
OR-489522,21181,2,2009-12-01T11:45:00
OR-489522,22115,1,2009-12-01T11:45:00
OR-489522,21166,2,2009-12-01T11:45:00
OR-489522,21175,2,2009-12-01T11:45:00
OR-489522,21174,1,2009-12-01T11:45:00
OR-489522,21908,3,2009-12-01T11:45:00
OR-489522,82582,1,2009-12-01T11:45:00
OR-489522,85152,2,2009-12-01T11:45:00
OR-489522,85150,1,2009-12-01T11:45:00
OR-489522,22197,10,2009-12-01T11:45:00
OR-489522,21094,4,2009-12-01T11:45:00
OR-489522,21136,8,2009-12-01T11:45:00
OR-489522,21755,1,2009-12-01T11:45:00
OR-489522,84879,8,2009-12-01T11:45:00
OR-489522,84997B,1,2009-12-01T11:45:00
OR-489522,84997D,1,2009-12-01T11:45:00
OR-489522,84997C,1,2009-12-01T11:45:00
OR-489522,21238,4,2009-12-01T11:45:00
OR-489522,21240,4,2009-12-01T11:45:00
OR-489522,21239,4,2009-12-01T11:45:00
OR-489522,22077,1,2009-12-01T11:45:00
OR-489522,85049A,2,2009-12-01T11:45:00
OR-489522,85049E,2,2009-12-01T11:45:00
OR-489522,22075,2,2009-12-01T11:45:00
OR-489522,22076,1,2009-12-01T11:45:00
OR-489523,84879,800,2009-12-01T11:46:00
OR-489525,85227,1,2009-12-01T11:49:00
OR-489526,85049E,12,2009-12-01T11:50:00
OR-489526,21976,24,2009-12-01T11:50:00
OR-489526,21498,25,2009-12-01T11:50:00
OR-489526,22077,12,2009-12-01T11:50:00
OR-489526,84946,12,2009-12-01T11:50:00
OR-489526,21733,6,2009-12-01T11:50:00
OR-489526,85123A,6,2009-12-01T11:50:00
OR-489526,20718,10,2009-12-01T11:50:00
OR-489526,21539,3,2009-12-01T11:50:00
OR-489526,84836,24,2009-12-01T11:50:00
OR-489526,21527,2,2009-12-01T11:50:00
OR-489526,21533,6,2009-12-01T11:50:00
OR-489526,21531,6,2009-12-01T11:50:00
OR-489526,22180,3,2009-12-01T11:50:00
OR-489526,22333,8,2009-12-01T11:50:00
OR-489526,85232B,9,2009-12-01T11:50:00
OR-489526,20676,8,2009-12-01T11:50:00
OR-489526,20914,12,2009-12-01T11:50:00
OR-489526,21217,3,2009-12-01T11:50:00
OR-489526,21238,16,2009-12-01T11:50:00
OR-489526,21242,8,2009-12-01T11:50:00
OR-489526,21535,6,2009-12-01T11:50:00
OR-489526,21844,6,2009-12-01T11:50:00
OR-489526,22073,4,2009-12-01T11:50:00
OR-489526,22072,4,2009-12-01T11:50:00
OR-489526,15056BL,6,2009-12-01T11:50:00
OR-489526,15056N,6,2009-12-01T11:50:00
OR-489526,21731,12,2009-12-01T11:50:00
OR-489526,46000S,2,2009-12-01T11:50:00
OR-489526,20682,6,2009-12-01T11:50:00
OR-489526,84832,24,2009-12-01T11:50:00
OR-489529,48129,1,2009-12-01T11:51:00
OR-489529,22030,1,2009-12-01T11:51:00
OR-489529,22028,12,2009-12-01T11:51:00
OR-489529,21122,1,2009-12-01T11:51:00
OR-489529,21124,1,2009-12-01T11:51:00
OR-489529,22300,6,2009-12-01T11:51:00
OR-489529,84520B,1,2009-12-01T11:51:00
OR-489529,22086,1,2009-12-01T11:51:00
OR-489529,21864,1,2009-12-01T11:51:00
OR-489529,21866,1,2009-12-01T11:51:00
OR-489529,22029,12,2009-12-01T11:51:00
OR-489529,22024,12,2009-12-01T11:51:00
OR-489529,22037,12,2009-12-01T11:51:00
OR-489529,21833,2,2009-12-01T11:51:00
OR-489529,21544,2,2009-12-01T11:51:00
OR-489529,20982,2,2009-12-01T11:51:00
OR-489529,21429,4,2009-12-01T11:51:00
OR-489529,21500,25,2009-12-01T11:51:00
OR-489529,21912,2,2009-12-01T11:51:00
OR-489531,71477,12,2009-12-01T11:57:00
OR-489531,85123A,5,2009-12-01T11:57:00
OR-489531,21591,7,2009-12-01T11:57:00
OR-489531,82486,1,2009-12-01T11:57:00
OR-489531,82483,1,2009-12-01T11:57:00
OR-489531,22112,1,2009-12-01T11:57:00
OR-489531,22111,1,2009-12-01T11:57:00
OR-489531,21034,1,2009-12-01T11:57:00
OR-489532,85049D,12,2009-12-01T11:58:00
OR-489532,21985,48,2009-12-01T11:58:00
OR-489532,21980,48,2009-12-01T11:58:00
OR-489532,22083,6,2009-12-01T11:58:00
OR-489532,22086,6,2009-12-01T11:58:00
OR-489532,22111,3,2009-12-01T11:58:00
OR-489532,84347,6,2009-12-01T11:58:00
OR-489532,21485,3,2009-12-01T11:58:00
OR-489532,21212,24,2009-12-01T11:58:00
OR-489532,85231B,24,2009-12-01T11:58:00
OR-489532,22077,9,2009-12-01T11:58:00
OR-489532,84270,30,2009-12-01T11:58:00
OR-489532,85049C,12,2009-12-01T11:58:00
OR-489533,79067,1,2009-12-01T12:02:00
OR-489533,22203,1,2009-12-01T12:02:00
OR-489533,84946,6,2009-12-01T12:02:00
OR-489533,22300,6,2009-12-01T12:02:00
OR-489533,21535,1,2009-12-01T12:02:00
OR-489533,22073,1,2009-12-01T12:02:00
OR-489533,21533,1,2009-12-01T12:02:00
OR-489533,84836,12,2009-12-01T12:02:00
OR-489533,85053,2,2009-12-01T12:02:00
OR-489533,21756,1,2009-12-01T12:02:00
OR-489533,21754,2,2009-12-01T12:02:00
OR-489533,84970S,12,2009-12-01T12:02:00
OR-489533,21755,2,2009-12-01T12:02:00
OR-489536,22109,1,2009-12-01T12:13:00
OR-489536,21864,1,2009-12-01T12:13:00
OR-489536,48129,1,2009-12-01T12:13:00
OR-489536,22075,1,2009-12-01T12:13:00
OR-489536,21186,2,2009-12-01T12:13:00
OR-489536,22086,1,2009-12-01T12:13:00
OR-489536,22113,2,2009-12-01T12:13:00
OR-489536,22295,2,2009-12-01T12:13:00
OR-489536,22185,2,2009-12-01T12:13:00
OR-489536,21786,1,2009-12-01T12:13:00
OR-489536,20752,1,2009-12-01T12:13:00
OR-489536,20754,1,2009-12-01T12:13:00
OR-489536,21832,1,2009-12-01T12:13:00
OR-489536,21791,2,2009-12-01T12:13:00
OR-489536,21918,2,2009-12-01T12:13:00
OR-489536,21034,1,2009-12-01T12:13:00
OR-489536,22197,1,2009-12-01T12:13:00
OR-489536,22107,1,2009-12-01T12:13:00
OR-489536,22139,1,2009-12-01T12:13:00
OR-489536,84375,1,2009-12-01T12:13:00
OR-489536,20961,1,2009-12-01T12:13:00
OR-489536,20966,1,2009-12-01T12:13:00
OR-489536,21890,1,2009-12-01T12:13:00
OR-489536,22353,1,2009-12-01T12:13:00
OR-489536,79067,1,2009-12-01T12:13:00
OR-489536,20975,7,2009-12-01T12:13:00
OR-489536,20677,1,2009-12-01T12:13:00
OR-489536,20675,1,2009-12-01T12:13:00
OR-489536,20676,2,2009-12-01T12:13:00
OR-489536,22174,2,2009-12-01T12:13:00
OR-489536,22142,1,2009-12-01T12:13:00
OR-489536,22150,2,2009-12-01T12:13:00
OR-489536,22147,2,2009-12-01T12:13:00
OR-489536,21166,1,2009-12-01T12:13:00
OR-489536,20728,4,2009-12-01T12:13:00
OR-489536,21892,1,2009-12-01T12:13:00
OR-489536,85227,1,2009-12-01T12:13:00
OR-489536,21990,1,2009-12-01T12:13:00
OR-489536,21231,1,2009-12-01T12:13:00
OR-489536,22064,4,2009-12-01T12:13:00
OR-489536,21934,1,2009-12-01T12:13:00
OR-489536,21578,1,2009-12-01T12:13:00
OR-489536,21577,2,2009-12-01T12:13:00
OR-489536,21931,5,2009-12-01T12:13:00
OR-489536,85099B,5,2009-12-01T12:13:00
OR-489536,20713,1,2009-12-01T12:13:00
OR-489536,20712,1,2009-12-01T12:13:00
OR-489536,21561,1,2009-12-01T12:13:00
OR-489536,21122,1,2009-12-01T12:13:00
OR-489536,21232,3,2009-12-01T12:13:00
OR-489536,84946,6,2009-12-01T12:13:00
OR-489536,22355,9,2009-12-01T12:13:00
OR-489536,22356,3,2009-12-01T12:13:00
OR-489536,20727,3,2009-12-01T12:13:00
OR-489536,21071,1,2009-12-01T12:13:00
OR-489536,21068,1,2009-12-01T12:13:00
OR-489536,22189,1,2009-12-01T12:13:00
OR-489537,48129,1,2009-12-01T12:14:00
OR-489537,21523,1,2009-12-01T12:14:00
OR-489537,48188,2,2009-12-01T12:14:00
OR-489537,48111,2,2009-12-01T12:14:00
OR-489537,48194,2,2009-12-01T12:14:00
OR-489537,20685,2,2009-12-01T12:14:00
OR-489537,48184,2,2009-12-01T12:14:00
OR-489537,21733,10,2009-12-01T12:14:00
OR-489537,21777,4,2009-12-01T12:14:00
OR-489537,20969,4,2009-12-01T12:14:00
OR-489537,20970,4,2009-12-01T12:14:00
OR-489537,20971,5,2009-12-01T12:14:00
OR-489537,20972,5,2009-12-01T12:14:00
OR-489537,22207,1,2009-12-01T12:14:00
OR-489537,22115,1,2009-12-01T12:14:00
OR-489537,22273,2,2009-12-01T12:14:00
OR-489537,20828,6,2009-12-01T12:14:00
OR-489537,20829,6,2009-12-01T12:14:00
OR-489537,85231B,5,2009-12-01T12:14:00
OR-489537,21407,1,2009-12-01T12:14:00
OR-489537,21411,4,2009-12-01T12:14:00
OR-489537,21993,3,2009-12-01T12:14:00
OR-489537,84032B,4,2009-12-01T12:14:00
OR-489537,84032A,4,2009-12-01T12:14:00
OR-489537,21479,2,2009-12-01T12:14:00
OR-489537,21481,3,2009-12-01T12:14:00
OR-489537,21231,20,2009-12-01T12:14:00
OR-489537,21232,20,2009-12-01T12:14:00
OR-489537,21488,3,2009-12-01T12:14:00
OR-489537,84029E,1,2009-12-01T12:14:00
OR-489537,21790,11,2009-12-01T12:14:00
OR-489537,21791,6,2009-12-01T12:14:00
OR-489537,21888,3,2009-12-01T12:14:00
OR-489540,21754,24,2009-12-01T12:18:00
OR-489540,22083,58,2009-12-01T12:18:00
OR-489540,22086,58,2009-12-01T12:18:00
OR-489540,84946,24,2009-12-01T12:18:00
OR-489539,22086,160,2009-12-01T12:18:00
OR-489539,22083,160,2009-12-01T12:18:00
OR-489539,84879,96,2009-12-01T12:18:00
OR-489539,48184,20,2009-12-01T12:18:00
OR-489539,22139,72,2009-12-01T12:18:00
OR-489539,21700,144,2009-12-01T12:18:00
OR-489539,21673,60,2009-12-01T12:18:00
OR-489539,21671,60,2009-12-01T12:18:00
OR-489539,21669,60,2009-12-01T12:18:00
OR-489539,21500,100,2009-12-01T12:18:00
OR-489539,20685,30,2009-12-01T12:18:00
OR-489539,16237,180,2009-12-01T12:18:00
OR-489542,22139,48,2009-12-01T12:19:00
OR-489544,22086,18,2009-12-01T12:20:00
OR-489544,84347,18,2009-12-01T12:20:00
OR-489544,22065,12,2009-12-01T12:20:00
OR-489544,20975,24,2009-12-01T12:20:00
OR-489544,21080,12,2009-12-01T12:20:00
OR-489544,21844,6,2009-12-01T12:20:00
OR-489544,21980,48,2009-12-01T12:20:00
OR-489544,21967,48,2009-12-01T12:20:00
OR-489545,22110,1,2009-12-01T12:22:00
OR-489545,22113,1,2009-12-01T12:22:00
OR-489545,21484,2,2009-12-01T12:22:00
OR-489545,20914,1,2009-12-01T12:22:00
OR-489545,21868,1,2009-12-01T12:22:00
OR-489545,37370,2,2009-12-01T12:22:00
OR-489545,22139,4,2009-12-01T12:22:00
OR-489545,22197,3,2009-12-01T12:22:00
OR-489545,22079,1,2009-12-01T12:22:00
OR-489545,22273,1,2009-12-01T12:22:00
OR-489545,22274,1,2009-12-01T12:22:00
OR-489545,21124,1,2009-12-01T12:22:00
OR-489545,21122,1,2009-12-01T12:22:00
OR-489546,84050,6,2009-12-01T12:30:00
OR-489546,47568,6,2009-12-01T12:30:00
OR-489546,21232,12,2009-12-01T12:30:00
OR-489546,21231,12,2009-12-01T12:30:00
OR-489546,22169,4,2009-12-01T12:30:00
OR-489546,82494L,6,2009-12-01T12:30:00
OR-489546,37503,4,2009-12-01T12:30:00
OR-489546,48185,4,2009-12-01T12:30:00
OR-489547,22086,18,2009-12-01T12:30:00
OR-489547,21871,12,2009-12-01T12:30:00
OR-489547,21875,12,2009-12-01T12:30:00
OR-489547,21591,24,2009-12-01T12:30:00
OR-489547,22083,6,2009-12-01T12:30:00
OR-489547,22138,3,2009-12-01T12:30:00
OR-489547,21930,10,2009-12-01T12:30:00
OR-489547,85099B,10,2009-12-01T12:30:00
OR-489547,85099C,10,2009-12-01T12:30:00
OR-489547,20719,10,2009-12-01T12:30:00
OR-489547,22356,100,2009-12-01T12:30:00
OR-489547,20724,10,2009-12-01T12:30:00
OR-489547,20727,10,2009-12-01T12:30:00
OR-489547,20726,10,2009-12-01T12:30:00
OR-489547,20725,20,2009-12-01T12:30:00
OR-489547,22348,12,2009-12-01T12:30:00
OR-489547,85061W,240,2009-12-01T12:30:00
OR-489546,48188,2,2009-12-01T12:30:00
OR-489546,48194,2,2009-12-01T12:30:00
OR-489546,48129,2,2009-12-01T12:30:00
OR-489546,84997D,6,2009-12-01T12:30:00
OR-489546,21781,1,2009-12-01T12:30:00
OR-489546,22111,3,2009-12-01T12:30:00
OR-489546,21485,3,2009-12-01T12:30:00
OR-489546,21484,4,2009-12-01T12:30:00
OR-489546,47591D,8,2009-12-01T12:30:00
OR-489546,21212,24,2009-12-01T12:30:00
OR-489546,20751,12,2009-12-01T12:30:00
OR-489546,22195,12,2009-12-01T12:30:00
OR-489546,22196,12,2009-12-01T12:30:00
OR-489546,22199,4,2009-12-01T12:30:00
OR-489548,22271,1,2009-12-01T12:32:00
OR-489548,22273,3,2009-12-01T12:32:00
OR-489548,22195,1,2009-12-01T12:32:00
OR-489548,22131,2,2009-12-01T12:32:00
OR-489548,22079,10,2009-12-01T12:32:00
OR-489548,22138,3,2009-12-01T12:32:00
OR-489548,22147,2,2009-12-01T12:32:00
OR-489548,22142,2,2009-12-01T12:32:00
OR-489548,22150,2,2009-12-01T12:32:00
OR-489548,22196,8,2009-12-01T12:32:00
OR-489548,22086,3,2009-12-01T12:32:00
OR-489548,21115,1,2009-12-01T12:32:00
OR-489548,22132,12,2009-12-01T12:32:00
OR-489548,21086,25,2009-12-01T12:32:00
OR-489548,20963,10,2009-12-01T12:32:00
OR-489548,85053,1,2009-12-01T12:32:00
OR-489548,21559,2,2009-12-01T12:32:00
OR-489548,21558,3,2009-12-01T12:32:00
OR-489548,22352,1,2009-12-01T12:32:00
OR-489548,21980,12,2009-12-01T12:32:00
OR-489548,22276,1,2009-12-01T12:32:00
OR-489548,21094,22,2009-12-01T12:32:00
OR-489548,20754,2,2009-12-01T12:32:00
OR-489548,20752,3,2009-12-01T12:32:00
OR-489548,21488,1,2009-12-01T12:32:00
OR-489548,22302,6,2009-12-01T12:32:00
OR-489548,22303,6,2009-12-01T12:32:00
OR-489548,21034,3,2009-12-01T12:32:00
OR-489548,21186,6,2009-12-01T12:32:00
